cust_id,__IGNORED__,expenses
31021,810,677.78
31022,863,676.4
31023,115,219.78
31024,548,731.78
31025,800,45.31
31026,322,373
31027,167,401.95
31028,910,502.85
31029,539,366.44
31030,965,500.15
31031,574,864.07
31032,567,341.36
31033,710,56.65
31034,473,582.18
31035,135,889.95
31036,890,506.46
31037,59,449.5
31038,520,106.24
31039,572,479.77
31040,133,260.81
31041,751,411.18
31042,471,296.7
31043,509,293.4
31044,496,369.74
31045,29,600.19
31046,8,367.88
31047,875,238.27
31048,401,467.64
31049,982,331.54
31050,142,338.95
31051,292,211.29
31052,688,631.2
31053,624,886.71
31054,287,646.09
31055,196,282.84
31056,787,361.38
31057,712,274
31058,411,571.06
31059,679,618.5
31060,539,435.25
31061,949,186.83
31062,192,882.02
31063,107,945.05
31064,382,756.65
31065,84,441.99
31066,771,621.7
31067,520,158.41
31068,958,197.47
31069,169,18.37
31070,315,690.39
31071,675,686.95
31072,400,909.04
31073,133,253.81
31074,420,338.15
31075,360,246.31
31076,983,443.04
31077,679,758.83
31078,993,198.13
31079,872,68.35
31080,847,572.31
31081,118,549.89
31082,661,20.25
31083,441,119.07
31084,914,202.24
31085,375,282.89
31086,111,153.71
31087,379,324.64
31088,67,574.8
31089,701,707.72
31090,31,388.14
31091,133,876.61
31092,242,65.76
31093,855,709.3
31094,758,171.8
31095,872,675.44
31096,710,222.97
31097,27,457.59
31098,249,565.98
31099,468,196.36
31100,671,412.47
31101,312,681.34
31102,582,611.9
31103,757,706.11
31104,247,141.96
31105,56,945.89
31106,523,593.3
31107,928,598.76
31108,581,722.01
31109,50,719.85
31110,666,289.85
31111,389,727.43
31112,630,382.96
31113,603,279.44
31114,609,53.55
31115,70,218.15
31116,2,318.71
31117,171,18.5
31118,92,25.71
31119,124,313.2
31120,26,638.62
31121,922,780.97
31122,658,990.68
31123,502,992.26
31124,460,51.22
31125,495,664.2
31126,742,500.55
31127,237,553.99
31128,9,563.89
31129,485,277.64
31130,460,466.11
31131,647,31.71
31132,93,646.13
31133,676,220.38
31134,795,944.25
31135,191,148.89
31136,938,433.64
31137,113,625.24
31138,191,89.86
31139,202,990.27
31140,381,528.68
31141,607,652.26
31142,172,316.31
31143,153,837.38
31144,530,243.31
31145,508,194.77
31146,184,88.58
31147,517,114.29
31148,393,12.66
31149,528,419.81
31150,945,33.93
31151,239,17.93
31152,329,88.52
31153,214,910.76
31154,317,355.29
31155,901,358.17
31156,404,137.47
31157,441,988.49
31158,675,919.59
31159,248,506.56
31160,826,419.89
31161,727,569.52
31162,685,324.19
31163,779,2.01
31164,978,386.53
31165,614,454.97
31166,268,532.96
31167,603,462.13
31168,312,506.59
31169,180,118.43
31170,999,521.6
31171,105,198.64
31172,425,860.38
31173,741,941.43
31174,725,201.3
31175,598,317.87
31176,147,613.63
31177,322,934.68
31178,544,918.25
31179,368,618.16
31180,486,102.01
31181,857,91.96
31182,35,154.49
31183,116,334.66
31184,886,190.82
31185,644,963.44
31186,77,547.81
31187,348,873.4
31188,856,206.47
31189,104,67.53
31190,299,208.32
31191,677,844.48
31192,918,724.26
31193,462,383.38
31194,608,927.88
31195,207,622.83
31196,227,166.35
31197,46,450.55
31198,858,610.55
31199,911,881.02
31200,703,426.18
31201,164,792.53
31202,703,546.99
31203,366,555.34
31204,173,825.97
31205,278,820.89
31206,995,134.95
31207,871,880.77
31208,360,143.76
31209,897,772.65
31210,557,746.86
31211,308,618.08
31212,392,717.62
31213,974,774.43
31214,693,36.23
31215,67,49.42
31216,898,486.92
31217,980,521.6
31218,292,138.72
31219,112,66.76
31220,683,438.15
31221,162,365.24
31222,970,628.8
31223,714,383.39
31224,94,613.79
31225,997,287.53
31226,479,899.81
31227,735,505.55
31228,966,296.15
31229,337,609.81
31230,901,906.82
31231,277,257.78
31232,319,72.05
31233,1000,373.69
31234,552,984.23
31235,485,317.37
31236,525,457.29
31237,374,187.68
31238,706,96.26
31239,551,271.34
31240,340,984.07
31241,127,560.4
31242,825,143.4
31243,937,720.32
31244,637,140.55
31245,473,124.55
31246,450,80.16
31247,722,329.33
31248,668,441.13
31249,651,154.32
31250,149,94.78
31251,813,712.35
31252,26,316.04
31253,557,691.76
31254,598,752.68
31255,589,15.75
31256,658,757.91
31257,729,547.3
31258,271,951.88
31259,502,302.29
31260,684,196.74
31261,318,874.59
31262,514,169.08
31263,119,687.45
31264,565,223.48
31265,219,853.16
31266,144,256.97
31267,692,982.78
31268,626,281.61
31269,956,318.11
31270,5,407.36
31271,780,146.86
31272,78,41.74
31273,546,166.39
31274,397,359.99
31275,970,458.75
31276,420,627.4
31277,386,381.36
31278,338,370.13
31279,640,671.73
31280,407,355.4
31281,898,511.81
31282,386,597.76
31283,442,206.96
31284,166,377.13
31285,266,909.68
31286,808,569.81
31287,650,147.03
31288,828,4.75
31289,412,84.2
31290,474,806.72
31291,545,670.54
31292,95,335.75
31293,900,467.78
31294,694,462.54
31295,156,704.37
31296,667,247.58
31297,731,25.75
31298,142,664.05
31299,160,230.94
31300,630,768.42
31301,232,829.01
31302,123,22.89
31303,973,105.93
31304,31,927.89
31305,415,812.85
31306,529,171.72
31307,186,340.14
31308,658,242.94
31309,758,315.89
31310,694,479.9
31311,185,498.79
31312,589,355.27
31313,599,447.03
31314,621,342.58
31315,166,407.82
31316,709,125.72
31317,306,331.22
31318,514,372.91
31319,403,742.75
31320,763,868.69
31321,865,817.01
31322,610,153.16
31323,365,347.81
31324,328,539.07
31325,551,469.77
31326,639,411.14
31327,392,799.65
31328,825,314.29
31329,279,901.78
31330,465,427.46
31331,246,511.58
31332,884,207.34
31333,124,71.95
31334,621,264.65
31335,601,648.4
31336,826,981.69
31337,893,47.12
31338,693,558.67
31339,525,113.25
31340,540,394.1
31341,297,910.15
31342,42,94.56
31343,283,442.52
31344,941,292.69
31345,451,256.45
31346,806,566.95
31347,469,197.24
31348,35,478.65
31349,700,353.01
31350,890,551.96
31351,89,171.52
31352,577,308.23
31353,312,392.42
31354,608,228.95
31355,43,731.53
31356,472,32.67
31357,973,852.5
31358,708,12.38
31359,3,103.3
31360,278,237.28
31361,612,49.57
31362,62,507.21
31363,981,55.97
31364,806,259.02
31365,530,568.45
31366,812,322.26
31367,736,609.69
31368,747,263.51
31369,704,717.95
31370,640,6.36
31371,94,238.11
31372,259,641.37
31373,93,644.38
31374,33,604.17
31375,163,677.41
31376,852,760.88
31377,804,238.49
31378,913,837.7
31379,832,294.74
31380,912,9.18
31381,128,298.05
31382,19,335.46
31383,929,380.57
31384,362,404.82
31385,504,182.77
31386,850,132.81
31387,569,180.19
31388,946,600.47
31389,176,923.18
31390,522,917.83
31391,364,604.87
31392,463,233.34
31393,878,702.21
31394,221,921.84
31395,756,688.79
31396,893,214.92
31397,828,395.65
31398,34,596.09
31399,488,970.55
31400,517,53.48
31401,387,323.14
31402,516,539.48
31403,959,759.64
31404,779,708.49
31405,901,534.69
31406,203,32.26
31407,105,379.41
31408,90,59.93
31409,943,625.99
31410,899,115.18
31411,96,822.37
31412,134,949.23
31413,459,348.37
31414,271,270.5
31415,60,574.4
31416,996,635.05
31417,495,594.47
31418,283,410.03
31419,41,326.65
31420,565,787.35
31421,615,311.65
31422,26,900.75
31423,779,708.14
31424,139,973.34
31425,751,288.16
31426,53,279.46
31427,27,841.78
31428,437,543.09
31429,782,698.47
31430,472,521.68
31431,967,900.14
31432,592,543.36
31433,13,242.29
31434,744,805.28
31435,73,794.53
31436,268,877.76
31437,835,592.99
31438,941,155.49
31439,667,330.81
31440,940,350.9
31441,1000,235.02
31442,921,999.24
31443,536,421.39
31444,173,155.2
31445,676,485.99
31446,884,930.84
31447,21,938.93
31448,145,225.45
31449,999,918.01
31450,972,799.24
31451,399,457.27
31452,270,787.72
31453,313,319.61
31454,290,139.03
31455,618,386.96
31456,707,141.88
31457,440,648.74
31458,945,165.17
31459,735,520.58
31460,786,739.71
31461,920,854.61
31462,362,630.31
31463,725,374.33
31464,971,455.58
31465,331,776.53
31466,526,875.45
31467,596,813.08
31468,899,499.76
31469,170,353.47
31470,864,875.5
31471,786,124.47
31472,952,196.36
31473,224,260.32
31474,23,102.78
31475,28,510.01
31476,138,265.81
31477,317,597.49
31478,614,973.61
31479,186,316.81
31480,170,834.78
31481,504,609.62
31482,134,19.94
31483,107,567.55
31484,269,18.67
31485,850,80.76
31486,664,329.04
31487,93,115.98
31488,244,651.96
31489,675,776.64
31490,254,710.47
31491,788,683.05
31492,177,708.54
31493,131,412.28
31494,299,311.57
31495,757,551.88
31496,674,548.14
31497,359,912.08
31498,828,290.76
31499,92,118.74
31500,46,704.63
31501,839,896.86
31502,386,721.35
31503,184,1.71
31504,157,476.9
31505,719,240.26
31506,898,224.38
31507,40,186.03
31508,634,950.82
31509,860,736.48
31510,169,339.33
31511,935,872.47
31512,183,788.43
31513,731,190.15
31514,472,406.99
31515,954,308.03
31516,916,438.55
31517,866,415.23
31518,705,431.99
31519,563,815.57
31520,863,999.78
31521,802,709.7
31522,541,744.78
31523,878,175.55
31524,667,848.34
31525,208,934.56
31526,197,311.78
31527,396,399.59
31528,777,587.09
31529,401,733.48
31530,663,676.06
31531,121,626.96
31532,903,551.34
31533,675,532.5
31534,867,458.78
31535,151,851.46
31536,112,597.79
31537,962,876.78
31538,284,872.84
31539,346,358.45
31540,264,446.48
31541,351,573.66
31542,155,241.68
31543,515,794.31
31544,245,54.5
31545,423,827.02
31546,467,804.01
31547,228,315.35
31548,489,359.77
31549,49,530.12
31550,632,709.61
31551,209,641.83
31552,336,890.12
31553,663,497.46
31554,475,355.93
31555,174,258.07
31556,158,409.29
31557,915,874.94
31558,832,901.67
31559,342,183.46
31560,407,144.7
31561,560,411.8
31562,656,953.52
31563,928,162.89
31564,760,764.44
31565,157,302.97
31566,340,644.37
31567,378,59.3
31568,595,570.29
31569,467,483.47
31570,88,276.79
31571,941,513.58
31572,324,483.53
31573,509,457.33
31574,306,696.09
31575,405,500.84
31576,994,163.2
31577,444,957.82
31578,602,843.58
31579,719,601.63
31580,679,337.07
31581,726,621.37
31582,580,68.05
31583,495,625.64
31584,748,42.45
31585,808,224.48
31586,357,906.89
31587,535,296.88
31588,204,978.82
31589,213,128.36
31590,537,987.72
31591,822,207.58
31592,570,441.05
31593,447,277.9
31594,487,475.41
31595,225,702.68
31596,882,422.09
31597,112,955.23
31598,953,420.92
31599,345,355.29
31600,573,507.49
31601,539,644.95
31602,276,423.89
31603,470,865.97
31604,331,418.52
31605,877,728.31
31606,52,29.29
31607,477,958.23
31608,552,950.6
31609,937,763.45
31610,532,867.41
31611,264,232.91
31612,98,473.13
31613,8,40.2
31614,100,375.34
31615,860,697.21
31616,600,872.82
31617,498,80.2
31618,449,916.33
31619,346,331.09
31620,58,237.12
31621,774,652.31
31622,81,85.28
31623,276,315.62
31624,539,25.66
31625,256,939.99
31626,720,5.36
31627,983,466.89
31628,909,849.94
31629,337,500.61
31630,485,999.12
31631,695,208.59
31632,340,326.45
31633,214,833.61
31634,232,125.62
31635,58,275.65
31636,618,137.18
31637,826,694.02
31638,483,383.21
31639,941,718.27
31640,258,671.82
31641,141,477.24
31642,668,454.84
31643,345,444.09
31644,719,608.81
31645,781,237.36
31646,636,274.52
31647,377,816.49
31648,176,401.93
31649,499,675.13
31650,1,144.62
31651,526,566.07
31652,587,426.22
31653,902,774.04
31654,764,152.42
31655,677,602.61
31656,201,69.32
31657,494,931.4
31658,110,818.1
31659,411,618.02
31660,833,276.04
31661,145,683.08
31662,799,894.61
31663,723,513.72
31664,649,937.87
31665,903,488.68
31666,582,972.04
31667,336,868.48
31668,350,686.56
31669,970,269.02
31670,939,763.61
31671,452,814.36
31672,987,960.15
31673,459,644.84
31674,151,866.01
31675,713,647.86
31676,969,833.04
31677,664,69.85
31678,450,376.51
31679,231,850.28
31680,914,323.64
31681,335,608.71
31682,25,148.07
31683,88,213.58
31684,807,243.55
31685,267,118.39
31686,638,804.06
31687,762,559.78
31688,572,61.28
31689,19,150.09
31690,905,536.68
31691,85,554.64
31692,808,448.7
31693,257,211.8
31694,611,497.29
31695,909,286.86
31696,407,125.08
31697,269,198.87
31698,81,64.1
31699,119,218.05
31700,671,470.53
31701,581,148.06
31702,610,853.94
31703,451,535.82
31704,924,17.53
31705,897,676.3
31706,175,648.66
31707,361,369.01
31708,246,501.64
31709,386,862.43
31710,996,500.36
31711,241,51.95
31712,457,944.4
31713,751,769.19
31714,202,868.23
31715,761,802.7
31716,285,934.75
31717,141,943.14
31718,612,14.16
31719,381,616.41
31720,238,560.11
31721,767,321.61
31722,500,113.47
31723,466,440.22
31724,438,445.65
31725,594,37
31726,317,568.21
31727,375,121.9
31728,63,937.14
31729,813,982.32
31730,274,514.17
31731,953,562.04
31732,90,947.95
31733,885,294.64
31734,668,41.59
31735,757,243.27
31736,347,367.89
31737,119,473.34
31738,31,685.74
31739,144,926.44
31740,809,141.77
31741,638,920.77
31742,341,908.76
31743,265,976.2
31744,168,506.4
31745,597,161.88
31746,208,12.74
31747,405,544.75
31748,211,420.17
31749,224,269.88
31750,619,643.03
31751,633,641.1
31752,358,149.18
31753,755,235
31754,812,579.66
31755,665,848.43
31756,497,30.85
31757,446,3.41
31758,460,749.4
31759,388,441.58
31760,758,319.48
31761,282,551.83
31762,410,172.08
31763,616,167.58
31764,89,690.15
31765,384,72.75
31766,980,719.63
31767,129,123.71
31768,707,150.22
31769,415,316.06
31770,659,4.27
31771,375,626.74
31772,836,681.21
31773,883,385.39
31774,66,857.22
31775,506,721.9
31776,326,886.01
31777,89,896.43
31778,241,78.93
31779,633,630.37
31780,841,244.93
31781,897,422.86
31782,362,795.83
31783,373,19.63
31784,68,315.1
31785,279,798.16
31786,204,521.96
31787,469,724.41
31788,636,962.64
31789,658,707.63
31790,391,134.06
31791,222,851.78
31792,856,374.37
31793,564,434.23
31794,580,553.83
31795,354,971.86
31796,57,962.74
31797,680,425.71
31798,26,953.21
31799,138,686.09
31800,553,686.04
31801,879,728.18
31802,410,511.91
31803,229,536.29
31804,653,109.03
31805,643,549.12
31806,127,731.44
31807,348,570.11
31808,664,778.68
31809,70,998.52
31810,897,454.75
31811,671,858.27
31812,815,200.24
31813,818,789.16
31814,545,57.29
31815,44,246.34
31816,520,73.09
31817,398,800.96
31818,384,367.24
31819,129,421.29
31820,881,222.97
31821,766,842.59
31822,644,635.18
31823,538,940.95
31824,707,584.64
31825,157,515.69
31826,209,908.05
31827,314,308.15
31828,939,272.72
31829,535,464.28
31830,681,752.88
31831,34,426.84
31832,339,15.51
31833,719,232.87
31834,283,136.14
31835,58,268.11
31836,855,679.23
31837,258,556.2
31838,63,230.98
31839,778,401.51
31840,647,342.41
31841,458,877.15
31842,160,508.3
31843,792,251.56
31844,273,16.3
31845,246,884.21
31846,196,492.77
31847,125,644.72
31848,82,26.5
31849,897,601.85
31850,536,768.88
31851,791,850.46
31852,871,659.11
31853,350,884.7
31854,312,282.04
31855,156,190.48
31856,889,177.21
31857,395,816.55
31858,599,893.64
31859,615,924.68
31860,929,683.88
31861,127,772.28
31862,694,263.63
31863,122,128.85
31864,717,80.25
31865,401,55.33
31866,239,505.03
31867,578,15.1
31868,158,752.39
31869,505,690.61
31870,424,575.92
31871,526,108.03
31872,835,733.25
31873,909,726.07
31874,24,67.15
31875,124,545.22
31876,515,313.14
31877,509,277
31878,669,921.16
31879,754,849.13
31880,628,1.75
31881,413,327.36
31882,251,994.58
31883,139,366.67
31884,155,258.84
31885,931,25.3
31886,696,588.02
31887,535,524.11
31888,15,732.15
31889,604,425.48
31890,634,547.69
31891,666,907.86
31892,272,437.36
31893,114,18.97
31894,675,465.88
31895,741,899.22
31896,949,511.67
31897,190,635.54
31898,394,737.45
31899,904,848.82
31900,638,593.99
31901,165,352.09
31902,952,260.79
31903,404,462.07
31904,163,733.03
31905,258,715.71
31906,599,32.05
31907,154,144.93
31908,934,496.48
31909,896,115.15
31910,181,798.84
31911,883,483.68
31912,916,59.9
31913,880,147.36
31914,687,157.82
31915,310,993.27
31916,653,763.67
31917,506,940.33
31918,393,308.19
31919,351,921.08
31920,254,875.06
31921,715,20.83
31922,767,705.21
31923,313,620.29
31924,602,568
31925,465,792.69
31926,406,259.19
31927,297,420.25
31928,760,493.34
31929,785,696.73
31930,982,820.39
31931,404,28.79
31932,521,910.87
31933,257,511.87
31934,370,847.89
31935,351,310.93
31936,6,546.55
31937,117,550.71
31938,131,743.63
31939,934,18.33
31940,745,53.7
31941,607,276.03
31942,413,550.66
31943,860,21.15
31944,497,757.36
31945,72,477.14
31946,338,476.8
31947,732,802.19
31948,837,686.01
31949,196,590.67
31950,274,386.43
31951,498,455.72
31952,766,334.39
31953,415,28.95
31954,878,633.87
31955,324,640.27
31956,496,876.28
31957,464,881.26
31958,986,583.95
31959,283,983.92
31960,190,362.41
31961,682,574.62
31962,68,644.75
31963,144,941.44
31964,953,623.55
31965,178,631.27
31966,821,927.75
31967,167,971.67
31968,379,102.11
31969,489,810.28
31970,7,639.25
31971,889,146.16
31972,214,168.56
31973,350,632.22
31974,791,429.42
31975,449,559.21
31976,229,234.86
31977,62,1.29
31978,504,532.19
31979,157,943.65
31980,482,40.56
31981,984,277.05
31982,663,316.8
31983,573,913.76
31984,482,208.69
31985,944,816.42
31986,420,346.25
31987,977,838.56
31988,307,958.77
31989,865,643.66
31990,988,414.09
31991,950,765.45
31992,490,731.8
31993,237,546.31
31994,237,799.72
31995,410,695.33
31996,456,748.94
31997,395,191.38
31998,394,635.76
31999,533,125.43
32000,170,990.33
32001,506,442.01
32002,546,650.02
32003,782,387.67
32004,629,303.28
32005,941,35.57
32006,812,711.48
32007,471,482.95
32008,59,848.25
32009,757,809.01
32010,171,31.41
32011,164,901.43
32012,344,335.24
32013,280,646.68
32014,537,908.65
32015,153,78.53
32016,135,630.33
32017,309,253.56
32018,430,557.37
32019,77,978.94
32020,734,913.61
32021,244,234
32022,764,893.15
32023,711,155.62
32024,367,382.9
32025,768,493.36
32026,366,956.27
32027,738,757.3
32028,178,13.97
32029,105,299.51
32030,654,869.86
32031,44,542.25
32032,115,737.93
32033,711,942.26
32034,841,505.19
32035,973,451.95
32036,523,189.21
32037,50,438.95
32038,212,758.62
32039,98,982.15
32040,680,772.94
32041,753,504.65
32042,975,992.22
32043,745,335.82
32044,891,907.29
32045,303,346.81
32046,722,287.36
32047,635,773.8
32048,823,595.15
32049,214,713.71
32050,941,488.57
32051,725,881.3
32052,232,185.13
32053,412,21.93
32054,408,747.25
32055,390,11.99
32056,618,127.92
32057,806,597.88
32058,684,345.05
32059,530,357
32060,248,856.74
32061,707,932.55
32062,361,344.54
32063,850,174.11
32064,255,484.91
32065,591,79.89
32066,350,604.24
32067,281,384.87
32068,555,758.61
32069,744,993.32
32070,383,300.67
32071,866,450.67
32072,326,971.73
32073,839,995.98
32074,47,749.83
32075,854,31.54
32076,179,413.09
32077,680,551.18
32078,129,571.82
32079,160,488.1
32080,18,887.27
32081,709,185.22
32082,673,503.12
32083,185,142.71
32084,160,663.59
32085,658,871.35
32086,437,572.52
32087,878,876.83
32088,488,304.92
32089,152,779.44
32090,691,791.85
32091,618,445.66
32092,716,265.08
32093,967,1.79
32094,281,144.32
32095,921,265.14
32096,289,430.4
32097,682,497.45
32098,549,690.05
32099,563,726.15
32100,320,631.31
32101,230,657
32102,420,52.07
32103,184,589.83
32104,374,616.32
32105,613,404.04
32106,362,869.88
32107,787,525.09
32108,914,544.92
32109,531,42.91
32110,989,97.36
32111,810,614.68
32112,948,444.94
32113,574,889.42
32114,795,741.3
32115,931,969.9
32116,223,792.18
32117,313,613.14
32118,615,702.35
32119,724,534.35
32120,558,522.47
32121,996,731.87
32122,274,50.46
32123,314,222.88
32124,293,474.96
32125,683,222.89
32126,462,428.98
32127,146,365.87
32128,96,843.86
32129,747,669.35
32130,489,982.13
32131,191,646.61
32132,228,727.98
32133,752,514.39
32134,4,578.37
32135,495,33.18
32136,284,119.58
32137,541,51.29
32138,813,138.07
32139,314,490.7
32140,996,646.53
32141,523,542.69
32142,811,484.59
32143,700,861.19
32144,561,905.89
32145,165,825.27
32146,334,559.58
32147,289,919.77
32148,279,944.36
32149,187,930.24
32150,508,994.48
32151,559,110.43
32152,183,896.42
32153,392,69.12
32154,879,183.69
32155,972,832.72
32156,718,395.52
32157,969,807.13
32158,172,543.11
32159,997,130.51
32160,556,275.84
32161,498,388.87
32162,419,25.12
32163,179,758.48
32164,398,675.31
32165,479,268.15
32166,766,895.85
32167,61,719.64
32168,369,4.25
32169,569,46.16
32170,195,44.31
32171,240,439.86
32172,657,142.64
32173,20,363.91
32174,894,372.9
32175,265,39.86
32176,328,249.86
32177,275,338.2
32178,918,376.2
32179,162,622.37
32180,301,489.58
32181,715,108.79
32182,582,372.72
32183,671,298.32
32184,24,141.09
32185,37,567
32186,5,723.03
32187,426,897.71
32188,687,502
32189,133,366.24
32190,265,730.76
32191,526,462.38
32192,589,6.99
32193,89,475.98
32194,841,314.9
32195,583,81.77
32196,536,168.71
32197,643,750.3
32198,422,227.74
32199,509,271.36
32200,772,197.92
32201,657,466.58
32202,181,69.66
32203,380,318.93
32204,642,680.62
32205,426,314.14
32206,907,38.54
32207,580,283.97
32208,425,481.77
32209,282,311.53
32210,392,753.38
32211,938,732.87
32212,140,699.65
32213,201,277.5
32214,565,896.24
32215,687,810.06
32216,812,450.86
32217,746,741.84
32218,453,74.85
32219,151,362.92
32220,669,211.53
32221,726,149.08
32222,247,617.36
32223,415,413.75
32224,386,714.82
32225,935,633.47
32226,751,611.67
32227,557,15.87
32228,68,849.16
32229,125,196.66
32230,347,343.76
32231,451,213.36
32232,248,261.1
32233,281,464.1
32234,967,973.81
32235,767,323.83
32236,363,648.27
32237,939,793.03
32238,2,969.55
32239,503,762.46
32240,578,422.71
32241,190,94.65
32242,532,190.99
32243,541,786.51
32244,693,875.54
32245,168,879.45
32246,568,691.8
32247,382,422.51
32248,419,705.62
32249,959,37.89
32250,365,34.22
32251,163,243.46
32252,907,560.39
32253,740,806.84
32254,776,424.27
32255,440,408.15
32256,977,162
32257,441,119.14
32258,241,528.39
32259,166,692.09
32260,592,751.42
32261,17,824.76
32262,916,814.87
32263,267,358.86
32264,27,23.71
32265,311,626.64
32266,758,441.08
32267,62,546.96
32268,70,246.21
32269,224,561.49
32270,975,370.09
32271,549,408.63
32272,352,333.05
32273,940,702.59
32274,429,50.08
32275,153,615.13
32276,935,169.46
32277,194,544.82
32278,881,527.39
32279,353,869.33
32280,730,110.15
32281,851,595.54
32282,754,876.24
32283,4,122.09
32284,325,188.28
32285,994,172.42
32286,13,859.16
32287,129,735.28
32288,735,894.56
32289,258,156.67
32290,394,443.25
32291,144,716.55
32292,852,23
32293,403,577.27
32294,63,160
32295,688,817.45
32296,281,823.83
32297,569,802.31
32298,863,177.27
32299,526,174.1
32300,734,876.71
32301,312,654.48
32302,597,148.08
32303,165,242.88
32304,375,644.67
32305,295,967.8
32306,171,466.13
32307,855,256.92
32308,531,5.01
32309,780,862.61
32310,535,881.95
32311,184,562.83
32312,10,801.82
32313,772,752.8
32314,314,120.82
32315,951,847.85
32316,816,53.59
32317,483,744.94
32318,138,61.58
32319,25,718.25
32320,959,767.08
32321,543,105.11
32322,191,238.77
32323,496,7.79
32324,735,224.34
32325,964,612.22
32326,623,997.92
32327,769,956.21
32328,802,471.26
32329,411,833.27
32330,711,251.04
32331,247,741.94
32332,465,147.92
32333,65,226.84
32334,486,505.59
32335,638,394.8
32336,937,532.35
32337,724,633.18
32338,323,700.31
32339,207,186.15
32340,143,783.5
32341,590,529.48
32342,803,704.3
32343,503,771.92
32344,496,220.54
32345,745,177.28
32346,936,603.22
32347,591,336.4
32348,475,112.29
32349,90,715.9
32350,986,25.58
32351,371,223.49
32352,381,304.16
32353,727,6.59
32354,6,359.64
32355,515,413.35
32356,655,189.52
32357,6,694.91
32358,37,200.69
32359,976,318.95
32360,349,575.34
32361,45,177.02
32362,837,733.67
32363,261,627.04
32364,761,328.38
32365,910,287.17
32366,215,583.61
32367,592,528.98
32368,719,138.72
32369,823,890.17
32370,40,650.93
32371,268,210.53
32372,24,348.34
32373,453,656.31
32374,287,653.19
32375,334,457.46
32376,729,493.83
32377,791,350.34
32378,871,722.94
32379,643,35.8
32380,212,454.52
32381,329,864.28
32382,198,780.39
32383,161,301.67
32384,729,959.71
32385,492,597.29
32386,447,669.75
32387,131,787.27
32388,283,804.3
32389,512,405.31
32390,475,921.26
32391,351,110.73
32392,281,763.3
32393,473,426.46
32394,946,521.6
32395,549,16.99
32396,312,488.63
32397,264,691.71
32398,987,25.91
32399,905,448.79
32400,874,578.52
32401,227,476.46
32402,368,451.81
32403,996,101.46
32404,588,381.08
32405,957,240.78
32406,428,204.87
32407,242,330.14
32408,596,115.36
32409,362,175.43
32410,377,640.65
32411,695,553.59
32412,911,984.51
32413,81,693.44
32414,702,436.57
32415,875,132.92
32416,496,689.01
32417,481,340.85
32418,463,49.27
32419,244,604.13
32420,859,6.21
32421,877,430.95
32422,165,193.49
32423,978,598.28
32424,485,961.99
32425,242,464.07
32426,495,353.38
32427,421,388.12
32428,125,614.96
32429,799,756.93
32430,227,916.87
32431,566,167.88
32432,894,625.83
32433,584,749.06
32434,772,862.31
32435,198,183.43
32436,237,81.12
32437,575,364.91
32438,393,501.59
32439,11,778.49
32440,231,661.22
32441,200,684.38
32442,644,294.24
32443,570,169.81
32444,764,120.87
32445,255,348.57
32446,38,536.45
32447,687,123.07
32448,774,51.66
32449,824,275.21
32450,58,758.25
32451,536,824.56
32452,190,312.57
32453,301,442.02
32454,387,906.08
32455,851,794.66
32456,205,813.64
32457,401,984.98
32458,586,567.96
32459,438,307.95
32460,922,905.87
32461,103,302.88
32462,782,605.5
32463,562,944.38
32464,350,260.39
32465,42,402.84
32466,378,828.16
32467,753,154.23
32468,352,452.06
32469,398,89.87
32470,134,662.78
32471,82,627.39
32472,357,617.12
32473,538,819.99
32474,340,288.24
32475,354,599.97
32476,826,969.58
32477,733,610.71
32478,755,827.52
32479,291,996.98
32480,416,511.48
32481,705,995.81
32482,456,136.51
32483,478,106.42
32484,444,872.54
32485,397,296.33
32486,612,160.82
32487,643,85.61
32488,136,600.17
32489,666,98.58
32490,13,626.09
32491,677,714.52
32492,279,272.18
32493,858,170.78
32494,494,576.71
32495,126,665.31
32496,38,652.97
32497,331,3.39
32498,495,745.98
32499,364,505.82
32500,296,670.52
32501,939,863.18
32502,539,610.24
32503,700,175.97
32504,701,863.91
32505,912,668.23
32506,762,650.05
32507,793,121.49
32508,240,903.11
32509,67,382.13
32510,764,836.98
32511,454,600.96
32512,809,700.71
32513,144,356.22
32514,340,769.25
32515,503,731.2
32516,445,11.94
32517,755,399.63
32518,566,258.76
32519,254,940.44
32520,214,976.84
32521,103,563.05
32522,541,68.11
32523,106,293.15
32524,892,432.09
32525,17,19.6
32526,28,920.9
32527,389,927.39
32528,398,754.13
32529,262,309.23
32530,759,337.05
32531,776,320.48
32532,796,703.14
32533,779,283.93
32534,796,234.38
32535,990,472.23
32536,494,220.51
32537,266,751.77
32538,377,569.25
32539,868,819.74
32540,918,250.6
32541,910,526.4
32542,561,263.54
32543,205,758.95
32544,11,104.59
32545,174,25.91
32546,750,344.32
32547,984,564.72
32548,565,378.65
32549,687,549.07
32550,233,989.6
32551,685,590.49
32552,87,196.92
32553,39,75.15
32554,846,48.36
32555,126,118.29
32556,439,265.05
32557,294,145.19
32558,897,699.63
32559,410,443.85
32560,654,890.04
32561,134,835.72
32562,1,971.75
32563,797,566.13
32564,937,570.17
32565,8,528.92
32566,534,361.38
32567,193,860.97
32568,448,796.09
32569,589,639.39
32570,256,26.15
32571,511,598.36
32572,111,154.18
32573,489,594.69
32574,9,640.11
32575,705,558.25
32576,646,688.4
